Obs#,Time,Date,Species,t_or_b,Plant,Location,configName,configAuthor,Sample,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
1,10:54:33,3/16/24,Eschscholzia californica,b,KS_1,"37.8525, -122.2892",Petals,Kevin Simonin,1,0.000862,2.534987,0.000862,0.015019,0.953554,0.952998,2.69134,1.737787,9.384099,9.389577,26.50144,0.441786,7.5,42.04,42.02,19.45,22.23,22.23,101.55,120,121,-0.9,1451,4.159,10:54:14,3/16/24,-0.25,1,-0.002,-0.005,-9999,-0.012,-0.025,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.470491,2.508204,1.351971,0.849123,0.340621,0.032629,0.197583,1.378855,56.817055,0.000137,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
2,10:55:26,3/16/24,Eschscholzia californica,b,KS_1,"37.8525, -122.2892",Petals,Kevin Simonin,2,0.00163,2.537348,0.001629,0.026247,0.943379,0.942408,2.552122,1.608743,9.278798,9.288357,25.127779,0.441786,7.5,40.96,40.91,19.7,21.36,21.36,101.57,120.2,120.9,-0.6,1105,4.158,10:54:14,3/16/24,-0.25,1,0.002,0.004,-9999,-0.011,-0.015,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.468836,2.506512,1.353372,0.848877,0.337225,0.019747,0.203123,1.076073,55.657269,0.000137,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
3,10:55:50,3/16/24,Eschscholzia californica,b,KS_1,"37.8525, -122.2892",Petals,Kevin Simonin,3,0.002653,2.53818,0.00265,0.059011,0.961547,0.959366,3.177518,2.215971,9.444928,9.466402,31.282555,0.441786,7.5,41.47,41.38,19.81,24.99,24.99,101.57,120.3,121.3,-0.8,2073,4.157,10:54:14,3/16/24,-0.25,1,0.001,0.001,-9999,-0.005,-0.016,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469491,2.507271,1.353866,0.849626,0.335809,0.061047,0.205382,1.924429,55.269958,0.000139,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
4,10:56:28,3/16/24,Eschscholzia californica,t,KS_1,"37.8525, -122.2892",Petals,Kevin Simonin,4,0.005638,2.536587,0.005625,0.08747,0.970396,0.96716,2.522663,1.552267,9.521866,9.553727,24.836086,0.441786,7.5,41.42,41.28,19.97,21.17,21.17,101.57,120.1,121,-0.7,62,4.156,10:54:14,3/16/24,-0.25,1,0.001,0.002,-9999,-0.007,-0.011,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469316,2.507156,1.35292,0.848918,0.33355,0.014456,0.208803,0.161789,54.754974,0.000135,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
5,10:56:46,3/16/24,Eschscholzia californica,t,KS_1,"37.8525, -122.2892",Petals,Kevin Simonin,5,0.014286,2.536092,0.014206,0.201675,0.974668,0.967204,2.392813,1.418145,9.521811,9.59529,23.556465,0.441786,7.5,41.41,41.09,20.05,20.32,20.32,101.58,120.1,121.2,-0.9,74,4.156,10:54:14,3/16/24,-0.25,1,-0.002,0,-9999,-0.008,-0.014,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469018,2.507116,1.352626,0.84938,0.33252,0.003832,0.210415,0.172136,54.527878,0.00014,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
6,10:57:02,3/16/24,Eschscholzia californica,t,KS_1,"37.8525, -122.2892",Petals,Kevin Simonin,6,0.017601,2.539372,0.01748,0.26404,0.996286,0.986536,2.504304,1.508018,9.711411,9.80739,24.652237,0.441786,7.5,42.16,41.75,20.11,21.05,21.05,101.59,120.3,121.2,-0.7,84,4.156,10:54:14,3/16/24,-0.25,1,0.001,0.001,-9999,-0.003,-0.007,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469959,2.508235,1.354575,0.849529,0.33168,0.011495,0.211687,0.180781,54.376961,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
7,10:57:56,3/16/24,Eschscholzia californica,b,KS_2,"37.8525, -122.2892",Petals,Kevin Simonin,7,0.001614,2.5377,0.001613,0.026783,0.973683,0.972692,2.630947,1.657264,9.574451,9.5842,25.897062,0.441786,7.5,40.63,40.59,20.34,21.86,21.86,101.59,120.2,120.9,-0.6,1106,4.154,10:54:14,3/16/24,-0.25,1,-0.001,-0.001,-9999,-0.005,-0.007,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.468228,2.50588,1.353581,0.848835,0.32866,0.018097,0.216025,1.076806,53.875923,0.000137,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
8,10:58:48,3/16/24,Eschscholzia californica,b,KS_2,"37.8525, -122.2892",Petals,Kevin Simonin,8,0.001806,2.538083,0.001805,0.024079,0.955906,0.955015,2.290079,1.334173,9.396452,9.405215,22.532221,0.441786,7.5,39.51,39.47,20.49,19.61,19.61,101.64,120.2,120.8,-0.5,266,4.15,10:54:14,3/16/24,-0.25,1,0.002,0.003,-9999,-0.006,-0.011,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.466573,2.504155,1.353808,0.848646,0.326634,-0.009206,0.220004,0.34012,53.417801,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
9,10:59:00,3/16/24,Eschscholzia californica,b,KS_2,"37.8525, -122.2892",Petals,Kevin Simonin,9,-0.000944,2.539054,-0.000944,-0.020171,0.962577,0.963323,3.090611,2.128034,9.4787,9.471363,30.410349,0.441786,7.5,39.74,39.77,20.51,24.52,24.52,101.63,120.3,121.1,-0.7,1793,4.153,10:54:14,3/16/24,-0.25,1,0.001,0.001,-9999,0.002,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.467002,2.504499,1.354386,0.849295,0.326386,0.047236,0.220945,1.678841,53.333759,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
10,10:59:18,3/16/24,Eschscholzia californica,t,KS_2,"37.8525, -122.2892",Petals,Kevin Simonin,10,0.002327,2.538192,0.002325,0.032772,0.979335,0.978123,2.388334,1.408999,9.624447,9.636371,23.500517,0.441786,7.5,40.35,40.3,20.55,20.28,20.28,101.63,120.3,121.1,-0.7,192,4.153,10:54:14,3/16/24,-0.25,1,-0.001,-0.001,-9999,-0.006,-0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.467765,2.505413,1.353873,0.849261,0.325952,-0.002193,0.222257,0.275664,53.216816,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
11,10:59:43,3/16/24,Eschscholzia californica,t,KS_2,"37.8525, -122.2892",Petals,Kevin Simonin,11,0.000731,2.536435,0.000731,0.010942,0.945562,0.945157,2.441724,1.496162,9.301306,9.305293,24.029055,0.441786,7.5,38.81,38.8,20.61,20.64,20.64,101.62,120.1,120.9,-0.7,246,4.153,10:54:14,3/16/24,-0.25,1,0.001,0.002,-9999,-0.002,-0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.465561,2.503075,1.35283,0.84882,0.325168,0.001164,0.224099,0.323158,53.044083,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
12,10:59:59,3/16/24,Eschscholzia californica,t,KS_2,"37.8525, -122.2892",Petals,Kevin Simonin,12,-0.000208,2.538696,-0.000208,-0.003133,0.942294,0.942409,2.448623,1.506329,9.273493,9.272353,24.094927,0.441786,7.5,38.64,38.64,20.62,20.69,20.69,101.62,120.3,120.8,-0.4,158,4.153,10:54:14,3/16/24,-0.25,1,0,-0.001,-9999,-0.003,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.465337,2.502809,1.354173,0.848487,0.324957,0.001498,0.225232,0.245313,52.962185,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
13,11:00:55,3/16/24,Eschscholzia californica,b,KS_3,"37.8525, -122.2892",Petals,Kevin Simonin,13,0.001033,2.539607,0.001032,0.02125,0.959718,0.958932,3.011036,2.051318,9.436013,9.44374,29.628962,0.441786,7.5,39.08,39.05,20.74,24.09,24.09,101.62,120.4,121,-0.5,1878,4.152,10:54:14,3/16/24,-0.25,1,0,0.001,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.465908,2.503458,1.354715,0.849061,0.323492,0.039495,0.229145,1.753739,52.61171,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
14,11:01:11,3/16/24,Eschscholzia californica,b,KS_3,"37.8525, -122.2892",Petals,Kevin Simonin,14,-0.001875,2.536027,-0.001877,-0.031525,0.944988,0.946156,2.622016,1.677028,9.309966,9.298476,25.800072,0.441786,7.5,38.4,38.45,20.77,21.8,21.8,101.63,120.1,121.1,-0.9,863,4.151,10:54:14,3/16/24,-0.25,1,0,0.002,-9999,0.001,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.465022,2.502417,1.352588,0.849342,0.323051,0.012519,0.230225,0.86383,52.516937,0.000143,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
15,11:01:27,3/16/24,Eschscholzia californica,b,KS_3,"37.8525, -122.2892",Petals,Kevin Simonin,15,-0.002818,2.536661,-0.002821,-0.041598,0.943521,0.945061,2.41748,1.473959,9.299401,9.284245,23.788008,0.441786,7.5,38.27,38.34,20.8,20.48,20.48,101.63,120.1,121.1,-0.8,146,4.15,10:54:14,3/16/24,-0.25,1,0.001,0.002,-9999,-0.004,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.46485,2.502216,1.352964,0.849283,0.322676,-0.002862,0.231309,0.235567,52.445053,0.000137,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
16,11:02:04,3/16/24,Eschscholzia californica,t,KS_3,"37.8525, -122.2892",Petals,Kevin Simonin,16,-0.000317,2.537991,-0.000317,-0.005261,0.950998,0.951192,2.609205,1.658207,9.360011,9.358096,25.675335,0.441786,7.5,38.4,38.41,20.87,21.72,21.72,101.62,120.2,121.1,-0.7,142,4.15,10:54:14,3/16/24,-0.25,1,0,0.001,-9999,-0.003,-0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.464941,2.502393,1.353753,0.849152,0.32171,0.010406,0.233791,0.231867,52.234768,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
17,11:02:53,3/16/24,Eschscholzia californica,t,KS_3,"37.8525, -122.2892",Petals,Kevin Simonin,17,0.005108,2.537634,0.005098,0.083625,0.953125,0.950032,2.590792,1.637667,9.34988,9.380324,25.497665,0.441786,7.5,38.17,38.04,21.01,21.61,21.61,101.61,120.2,120.9,-0.5,690,4.15,11:02:25,3/16/24,-0.22,1,0,0.002,-9999,-0.004,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.464376,2.501966,1.353541,0.848705,0.319957,0.007512,0.236961,0.712231,51.978706,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
18,11:03:08,3/16/24,Eschscholzia californica,t,KS_3,"37.8525, -122.2892",Petals,Kevin Simonin,18,-0.001114,2.536848,-0.001115,-0.01665,0.965994,0.96661,2.45818,1.492187,9.511863,9.505799,24.189569,0.441786,7.5,38.63,38.65,21.03,20.75,20.75,101.62,120.1,121,-0.7,1773,4.149,11:02:25,3/16/24,-0.22,1,-0.001,0.001,-9999,0,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.465264,2.502662,1.353075,0.849142,0.319662,-0.002486,0.237942,1.661093,51.926136,0.000143,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
19,11:04:30,3/16/24,Eschscholzia californica,b,KS_4,"37.8525, -122.2892",Petals,Kevin Simonin,19,0.002154,2.535967,0.002152,0.032208,0.968486,0.967293,2.463308,1.494823,9.520578,9.532314,24.245098,0.441786,7.5,38.35,38.31,21.19,20.79,20.79,101.6,120.1,121,-0.8,889,4.147,11:03:59,3/16/24,-0.17,1,0.002,0.003,-9999,0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.464727,2.502141,1.352552,0.849064,0.317648,-0.003914,0.243101,0.886729,51.534889,0.000144,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
20,11:04:43,3/16/24,Eschscholzia californica,b,KS_4,"37.8525, -122.2892",Petals,Kevin Simonin,20,-0.000385,2.536544,-0.000385,-0.00598,0.960409,0.96063,2.510468,1.55006,9.455484,9.453306,24.710548,0.441786,7.5,38.02,38.03,21.19,21.09,21.09,101.6,120.1,120.9,-0.7,1300,4.147,11:03:59,3/16/24,-0.17,1,0,0,-9999,-0.003,-0.009,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.464322,2.501635,1.352894,0.848895,0.317584,-0.000478,0.243885,1.246987,51.466583,0.000148,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
21,11:05:00,3/16/24,Eschscholzia californica,b,KS_4,"37.8525, -122.2892",Petals,Kevin Simonin,21,0.001749,2.540495,0.001748,0.039569,0.957551,0.95609,3.210442,2.252891,9.409967,9.424347,31.597599,0.441786,7.5,37.87,37.81,21.21,25.16,25.16,101.6,120.4,120.8,-0.3,2046,4.147,11:03:59,3/16/24,-0.17,1,0,0.001,-9999,-0.004,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.463995,2.501397,1.355244,0.848535,0.317361,0.04667,0.244987,1.900772,51.376461,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
22,11:05:19,3/16/24,Eschscholzia californica,t,KS_4,"37.8525, -122.2892",Petals,Kevin Simonin,22,0.0052,2.539135,0.005189,0.089316,0.958957,0.955657,2.676306,1.717349,9.406258,9.438741,26.342113,0.441786,7.5,37.85,37.72,21.24,22.14,22.14,101.6,120.3,114.9,4.5,238,4.147,11:03:59,3/16/24,-0.17,1,0,0.002,-9999,0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.463862,2.501369,1.354434,0.834855,0.31698,0.01092,0.246151,0.315967,51.259159,0.00014,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
23,11:05:50,3/16/24,Eschscholzia californica,t,KS_4,"37.8525, -122.2892",Petals,Kevin Simonin,23,0.004854,2.538277,0.004845,0.081534,0.995249,0.992237,2.673915,1.678666,9.768415,9.798074,26.324282,0.441786,7.5,39.14,39.02,21.3,22.13,22.13,101.58,120.3,120.9,-0.5,554,4.146,11:03:59,3/16/24,-0.17,1,0.001,0.001,-9999,-0.006,-0.008,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.465746,2.503307,1.353924,0.848704,0.31619,0.010032,0.248065,0.592588,51.150085,0.000139,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
24,11:06:05,3/16/24,Eschscholzia californica,t,KS_4,"37.8525, -122.2892",Petals,Kevin Simonin,24,0.005806,2.537035,0.005793,0.093384,0.974999,0.971544,2.584143,1.609144,9.562937,9.59694,25.435795,0.441786,7.5,38.26,38.13,21.34,21.57,21.57,101.59,120.2,121.1,-0.8,397,4.146,11:03:59,3/16/24,-0.17,1,0.001,0.001,-9999,-0.002,-0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.464434,2.501971,1.353186,0.849316,0.315764,0.003241,0.24902,0.455004,51.083565,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
25,11:06:23,3/16/24,Eschscholzia californica,t,KS_4,"37.8525, -122.2892",Petals,Kevin Simonin,25,0.003034,2.537003,0.00303,0.050871,0.97402,0.972138,2.649374,1.675354,9.567935,9.586459,26.075552,0.441786,7.5,38.11,38.04,21.38,21.97,21.97,101.6,120.2,120.9,-0.6,284,4.146,11:03:59,3/16/24,-0.17,1,0,0.001,-9999,0.002,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.464299,2.501736,1.353167,0.848736,0.315172,0.007367,0.250048,0.356288,51.0149,0.000137,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
26,11:07:05,3/16/24,Eschscholzia californica,t,KS_4,"37.8525, -122.2892",Petals,Kevin Simonin,26,0.006804,2.540689,0.006786,0.113493,0.982869,0.97868,2.651878,1.669009,9.631636,9.672861,26.098335,0.441786,7.5,38.13,37.97,21.52,21.99,21.99,101.61,120.4,121,-0.5,513,4.145,11:03:59,3/16/24,-0.17,1,0,0.002,-9999,-0.003,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.464171,2.501739,1.355359,0.849005,0.313422,0.00594,0.252541,0.556928,50.880791,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
27,11:07:36,3/16/24,Eschscholzia californica,b,KS_5,"37.8525, -122.2892",Petals,Kevin Simonin,27,-0.000301,2.539556,-0.000301,-0.005183,0.977361,0.977553,2.695959,1.718598,9.620399,9.618515,26.531765,0.441786,7.5,37.72,37.73,21.61,22.26,22.26,101.61,120.4,121,-0.6,1373,4.144,11:03:59,3/16/24,-0.17,1,-0.001,0,-9999,-0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.463803,2.501098,1.354685,0.849142,0.312359,0.008065,0.254367,1.310561,50.780296,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
28,11:07:46,3/16/24,Eschscholzia californica,b,KS_5,"37.8525, -122.2892",Petals,Kevin Simonin,28,0.002419,2.537393,0.002417,0.044969,0.980402,0.978739,2.835581,1.855178,9.631549,9.647919,27.904314,0.441786,7.5,37.78,37.72,21.63,23.09,23.09,101.62,120.2,120.8,-0.5,1392,4.145,11:03:59,3/16/24,-0.17,1,0.001,0.001,-9999,0,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.46378,2.501183,1.353398,0.848652,0.312046,0.017389,0.25492,1.327399,50.742744,0.000133,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
29,11:07:56,3/16/24,Eschscholzia californica,b,KS_5,"37.8525, -122.2892",Petals,Kevin Simonin,29,0.002667,2.536622,0.002664,0.047321,0.977472,0.975721,2.749557,1.772085,9.601517,9.618752,27.056843,0.441786,7.5,37.61,37.55,21.66,22.58,22.58,101.62,120.1,121.2,-0.8,1540,4.145,11:03:59,3/16/24,-0.17,1,0,0.001,-9999,0,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.463522,2.50092,1.352941,0.849379,0.311739,0.01122,0.255457,1.457296,50.727009,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
30,11:08:06,3/16/24,Eschscholzia californica,t,KS_5,"37.8525, -122.2892",Petals,Kevin Simonin,30,0.003604,2.534248,0.003599,0.060331,0.976255,0.974018,2.649426,1.673171,9.584623,9.60663,26.071125,0.441786,7.5,37.51,37.42,21.68,21.97,21.97,101.62,119.9,121,-0.9,1351,4.144,11:03:59,3/16/24,-0.17,1,0,0.001,-9999,0,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.463334,2.500754,1.351534,0.849094,0.311419,0.003917,0.256031,1.291478,50.701977,0.000135,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
31,11:08:16,3/16/24,Eschscholzia californica,t,KS_5,"37.8525, -122.2892",Petals,Kevin Simonin,31,0.001783,2.539106,0.001782,0.031405,0.985421,0.98426,2.743612,1.758191,9.685076,9.696495,26.997015,0.441786,7.5,37.81,37.76,21.71,22.55,22.55,101.63,120.3,121,-0.5,1404,4.144,11:03:59,3/16/24,-0.17,1,0,0.001,-9999,-0.001,-0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.463827,2.501202,1.354417,0.848921,0.311124,0.010237,0.256537,1.337951,50.673721,0.000152,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
32,11:08:31,3/16/24,Eschscholzia californica,t,KS_5,"37.8525, -122.2892",Petals,Kevin Simonin,32,0.009364,2.537685,0.00933,0.146264,1.003409,0.998,2.568633,1.565224,9.820395,9.873616,25.275539,0.441786,7.5,38.42,38.21,21.74,21.47,21.47,101.63,120.2,120.8,-0.5,1403,4.144,11:03:59,3/16/24,-0.17,1,0.001,0.002,-9999,0.002,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.464477,2.502124,1.353572,0.848554,0.310702,-0.002533,0.257384,1.337221,50.631882,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z