SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
Obs#,Time,Date,configName,configAuthor,remark,Population,Plant,Top or bottom,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
,HHMMSS,YYYYMMDD,,,,,,,mol+1m-2s-1,mol+1m-2s-1,mol+1m-2s-1,mmol+1m-2s-1,kPa,kPa,kPa,kPa,mmol+1mol-1,mmol+1mol-1,mmol+1mol-1,cm+2,mm,%,%,C,C,C,kPa,umol+1sec-1,umol+1sec-1,%,umol+1m-2s-1,V,HHMMSS,YYYYMMDD,%,,,,,,,,,umol+1sec-1,(umol+1m-2s-1)s-1,s,,,,,,,,V,V,V,V,V,V,V,V,V,A,,,,,,,,,,,,,,,,,
1,13:23:30,2025-04-19,Petal_2025_low,glb and ks,,Percos,001,Top,0.040525,1.894928,0.039677,0.611742,1.240010,1.205774,2.778832,1.538822,11.842769,12.179021,27.292887,0.441786,7.500000,41.36,40.22,24.02,22.76,22.76,101.82,79.4,79.7,-0.3,1605,4.140,13:23:09,2025-04-19,-0.20,1,0.000,0.001,0.006,-0.024,-0.050,-0.099,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.466937,2.506123,1.059122,0.757312,0.283636,-0.014282,0.070542,1.514221,58.793304,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
2,13:23:55,2025-04-19,Petal_2025_low,glb and ks,,Percos,001,Bottom,0.026821,1.900599,0.026447,0.377073,1.222766,1.201744,2.646647,1.423881,11.804514,12.011014,25.997541,0.441786,7.500000,41.22,40.51,23.84,21.96,21.96,101.80,79.7,79.2,0.6,1384,4.140,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.015,-0.033,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.467399,2.505955,1.061180,0.756381,0.285655,-0.021356,0.073309,1.320568,57.828068,0.000144,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
3,13:24:15,2025-04-19,Petal_2025_low,glb and ks,,Percos,002,Top,0.060316,1.902952,0.058463,0.770905,1.238044,1.195141,2.555428,1.317384,11.739826,12.161266,25.101883,0.441786,7.500000,42.07,40.61,23.71,21.38,21.38,101.80,79.8,79.5,0.5,1494,4.139,13:23:09,2025-04-19,-0.20,1,0.001,0.001,-9999.000,-0.012,-0.029,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.467566,2.507247,1.062035,0.756886,0.287159,-0.026325,0.075413,1.417304,57.259441,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
4,13:24:32,2025-04-19,Petal_2025_low,glb and ks,,Percos,002,Bottom,0.003304,1.898214,0.003298,0.046606,1.195842,1.193239,2.607552,1.411710,11.720797,11.746367,25.613140,0.441786,7.500000,40.83,40.75,23.63,21.71,21.71,101.81,79.6,79.5,0.1,1340,4.139,13:23:09,2025-04-19,-0.20,1,0.000,0.001,-9999.000,-0.011,-0.024,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.467780,2.505422,1.060313,0.757037,0.288101,-0.021633,0.077248,1.282126,56.870697,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
5,13:24:49,2025-04-19,Petal_2025_low,glb and ks,,Percos,003,Top,0.000769,1.902796,0.000768,0.011057,1.191602,1.190986,2.629291,1.437689,11.697692,11.703740,25.824512,0.441786,7.500000,40.89,40.87,23.55,21.85,21.85,101.81,79.8,79.3,0.7,1167,4.139,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.008,-0.019,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.467969,2.505517,1.061978,0.756466,0.289026,-0.019155,0.079111,1.129981,56.516647,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
6,13:25:06,2025-04-19,Petal_2025_low,glb and ks,,Percos,003,Bottom,0.011260,1.900930,0.011194,0.153697,1.190621,1.182051,2.562776,1.372154,11.609877,11.694055,25.171091,0.441786,7.500000,41.06,40.76,23.46,21.43,21.43,101.81,79.7,79.5,0.3,1143,4.138,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.009,-0.016,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.467838,2.505792,1.061300,0.756985,0.289988,-0.022937,0.080860,1.108861,56.218742,0.000147,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
7,13:25:34,2025-04-19,Petal_2025_low,glb and ks,,Percos,004,Top,0.001221,1.900573,0.001220,0.015530,1.178517,1.177650,2.451681,1.273164,11.566199,11.574708,24.078989,0.441786,7.500000,41.03,41.00,23.31,20.71,20.71,101.82,79.7,79.4,0.3,1274,4.138,13:23:09,2025-04-19,-0.20,1,-0.000,-0.000,-9999.000,-0.010,-0.010,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468215,2.505786,1.061170,0.756812,0.291833,-0.029224,0.083826,1.223626,55.768490,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
8,13:25:48,2025-04-19,Petal_2025_low,glb and ks,,Percos,004,Bottom,0.008811,1.898136,0.008771,0.120993,1.183754,1.176993,2.562560,1.378806,11.559350,11.625748,25.167116,0.441786,7.500000,41.41,41.17,23.23,21.43,21.43,101.82,79.6,79.8,-0.3,495,4.137,13:23:09,2025-04-19,-0.20,1,0.001,0.001,-9999.000,-0.008,-0.015,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468478,2.506369,1.060285,0.757657,0.292750,-0.020195,0.085260,0.541578,55.573940,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
9,13:26:05,2025-04-19,Petal_2025_low,glb and ks,,Percos,005,Top,0.002525,1.900157,0.002521,0.045071,1.179676,1.177161,2.962883,1.783207,11.560629,11.585330,29.097795,0.441786,7.500000,41.45,41.37,23.15,23.82,23.82,101.82,79.7,79.6,0.1,1734,4.137,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.008,-0.013,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468771,2.506451,1.061019,0.757123,0.293629,0.008140,0.086959,1.627132,55.357216,0.000137,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
10,13:26:18,2025-04-19,Petal_2025_low,glb and ks,,Percos,005,Bottom,0.009933,1.895022,0.009881,0.131834,1.181700,1.174317,2.515618,1.333918,11.532413,11.604916,24.704700,0.441786,7.500000,41.67,41.41,23.09,21.13,21.13,101.83,79.4,79.7,-0.3,125,4.137,13:23:09,2025-04-19,-0.20,1,0.001,0.000,-9999.000,-0.007,-0.011,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468852,2.506792,1.059156,0.757302,0.294321,-0.022048,0.088324,0.216378,55.187344,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
11,13:26:35,2025-04-19,Petal_2025_low,glb and ks,,Percos,006,Top,0.002783,1.906558,0.002779,0.040086,1.169125,1.166898,2.610774,1.441648,11.458821,11.480698,25.637543,0.441786,7.500000,41.43,41.35,23.01,21.73,21.73,101.83,80.0,79.3,0.9,1638,4.137,13:23:09,2025-04-19,-0.20,1,0.000,0.001,-9999.000,-0.005,-0.011,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468774,2.506440,1.063349,0.756602,0.295250,-0.014267,0.090040,1.543429,54.986359,0.000146,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
12,13:26:51,2025-04-19,Petal_2025_low,glb and ks,,Percos,006,Bottom,0.006672,1.902079,0.006649,0.088018,1.163901,1.158994,2.487912,1.324012,11.380816,11.428998,24.430216,0.441786,7.500000,41.46,41.28,22.93,20.95,20.95,101.84,79.8,79.4,0.4,112,4.136,13:23:09,2025-04-19,-0.20,1,-0.000,0.000,-9999.000,-0.005,-0.014,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468696,2.506502,1.061718,0.756820,0.296262,-0.022174,0.091586,0.205667,54.821491,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
13,13:27:11,2025-04-19,Petal_2025_low,glb and ks,,Percos,007,Top,0.001784,1.905110,0.001782,0.025398,1.157042,1.155629,2.581665,1.424623,11.347745,11.361620,25.350769,0.441786,7.500000,41.48,41.43,22.82,21.55,21.55,101.84,79.9,79.7,0.3,1110,4.136,13:23:09,2025-04-19,-0.20,1,0.000,-0.000,-9999.000,-0.008,-0.012,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468928,2.506557,1.062821,0.757436,0.297526,-0.014121,0.093574,1.079895,54.617645,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
14,13:27:25,2025-04-19,Petal_2025_low,glb and ks,,Percos,007,Bottom,0.007227,1.904539,0.007199,0.099826,1.158194,1.152638,2.544685,1.386491,11.317846,11.372404,24.986475,0.441786,7.500000,41.67,41.47,22.76,21.32,21.32,101.84,79.9,79.5,0.6,1128,4.136,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.007,-0.008,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.468996,2.506851,1.062613,0.756889,0.298219,-0.016115,0.095007,1.096026,54.468513,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
15,13:27:47,2025-04-19,Petal_2025_low,glb and ks,,Percos,008,Top,0.002904,1.901477,0.002900,0.036243,1.147824,1.145803,2.398555,1.250731,11.251063,11.270914,23.552305,0.441786,7.500000,41.53,41.46,22.67,20.35,20.35,101.84,79.7,79.4,0.4,110,4.136,13:23:09,2025-04-19,-0.20,1,0.000,-0.000,-9999.000,-0.005,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.469005,2.506670,1.061499,0.756825,0.299355,-0.025838,0.097169,0.203747,54.277897,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
16,13:28:05,2025-04-19,Petal_2025_low,glb and ks,,Percos,008,Bottom,0.007920,1.900315,0.007887,0.102802,1.149649,1.143910,2.453705,1.304056,11.231292,11.287642,24.091299,0.441786,7.500000,41.82,41.61,22.58,20.72,20.72,101.85,79.7,79.3,0.4,1266,4.136,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.002,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.469248,2.507126,1.061076,0.756635,0.300425,-0.020670,0.098903,1.216850,54.117321,0.000147,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
17,13:28:21,2025-04-19,Petal_2025_low,glb and ks,,Percos,009,Top,0.007456,1.897686,0.007426,0.100077,1.149930,1.144334,2.497733,1.347803,11.236528,11.291483,24.525932,0.441786,7.500000,42.00,41.80,22.51,21.01,21.01,101.84,79.5,79.6,-0.0,1442,4.135,13:23:09,2025-04-19,-0.20,1,0.000,-0.000,-9999.000,-0.005,-0.010,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.469529,2.507411,1.060122,0.757103,0.301235,-0.016634,0.100508,1.371553,53.953171,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
18,13:28:36,2025-04-19,Petal_2025_low,glb and ks,,Percos,009,Bottom,0.006266,1.898565,0.006245,0.080146,1.144220,1.139740,2.428326,1.284107,11.190787,11.234774,23.843058,0.441786,7.500000,41.99,41.82,22.44,20.55,20.55,101.85,79.6,79.9,-0.4,1179,4.135,13:23:09,2025-04-19,-0.20,1,-0.000,0.000,-9999.000,-0.009,-0.007,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.469577,2.507401,1.060441,0.757825,0.302141,-0.020922,0.101970,1.141100,53.859116,0.000137,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
19,13:28:57,2025-04-19,Petal_2025_low,glb and ks,,Percos,010,Top,0.009113,1.908474,0.009069,0.121994,1.142593,1.135819,2.488154,1.345562,11.152018,11.218524,24.429895,0.441786,7.500000,42.24,41.99,22.32,20.95,20.95,101.85,80.1,74.6,6.9,116,4.134,13:23:09,2025-04-19,-0.20,1,-0.001,-0.000,-9999.000,-0.004,-0.008,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.469845,2.507807,1.064048,0.746681,0.303628,-0.015054,0.103978,0.208908,53.715347,0.000145,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
20,13:29:15,2025-04-19,Petal_2025_low,glb and ks,,Percos,010,Bottom,0.007263,1.898984,0.007236,0.093860,1.138781,1.133535,2.436784,1.298003,11.129540,11.181042,23.925396,0.441786,7.500000,42.33,42.13,22.23,20.61,20.61,101.85,79.6,79.3,0.4,101,4.134,13:23:09,2025-04-19,-0.20,1,0.001,0.000,-9999.000,-0.004,-0.009,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.470072,2.507961,1.060593,0.756501,0.304721,-0.017836,0.105617,0.195462,53.578018,0.000135,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
21,13:29:32,2025-04-19,Petal_2025_low,glb and ks,,Percos,011,Top,0.004053,1.904458,0.004045,0.056950,1.134770,1.131599,2.543066,1.408296,11.109710,11.140843,24.967083,0.441786,7.500000,42.40,42.29,22.14,21.30,21.30,101.86,79.9,79.7,0.2,779,4.134,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.003,-0.008,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.470309,2.508092,1.062584,0.757443,0.305787,-0.008986,0.107220,0.790169,53.452133,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
22,13:29:46,2025-04-19,Petal_2025_low,glb and ks,,Percos,011,Bottom,0.008300,1.899991,0.008264,0.104716,1.133148,1.127299,2.401364,1.268216,11.067577,11.124999,23.576071,0.441786,7.500000,42.50,42.28,22.08,20.37,20.37,101.86,79.7,79.2,0.6,947,4.133,13:23:09,2025-04-19,-0.20,1,-0.000,-0.001,-9999.000,-0.004,-0.008,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.470308,2.508242,1.060959,0.756302,0.306511,-0.018816,0.108546,0.937607,53.373100,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
23,13:30:07,2025-04-19,Petal_2025_low,glb and ks,,Percos,012,Top,0.003643,1.901027,0.003636,0.045664,1.123749,1.121200,2.380857,1.257109,11.007965,11.032990,23.375313,0.441786,7.500000,42.45,42.36,21.96,20.23,20.23,101.85,79.7,79.5,0.2,712,4.133,13:23:09,2025-04-19,-0.20,1,-0.000,-0.000,-9999.000,-0.003,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.470447,2.508203,1.061335,0.757039,0.307983,-0.018994,0.110506,0.731052,53.228260,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
24,13:30:21,2025-04-19,Petal_2025_low,glb and ks,,Percos,012,Bottom,0.009572,1.904217,0.009524,0.115205,1.122169,1.115752,2.333272,1.211103,10.954533,11.017532,22.908232,0.441786,7.500000,42.61,42.36,21.88,19.91,19.91,101.85,79.9,79.3,0.7,101,4.133,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.004,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.470474,2.508450,1.062496,0.756635,0.309001,-0.021696,0.111772,0.196183,53.122402,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
25,13:30:43,2025-04-19,Petal_2025_low,glb and ks,,Percos,013,Top,0.016631,1.905204,0.016487,0.251261,1.129958,1.115974,2.653274,1.523316,10.957032,11.094331,26.050797,0.441786,7.500000,43.12,42.58,21.80,22.00,22.00,101.85,80.0,79.6,0.4,1275,4.132,13:23:09,2025-04-19,-0.20,1,-0.001,-0.000,-0.003,-0.002,-0.001,-0.011,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.470807,2.509228,1.062855,0.757270,0.310012,0.002882,0.113751,1.224533,52.938580,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
26,13:31:04,2025-04-19,Petal_2025_low,glb and ks,,Percos,013,Bottom,0.005991,1.898404,0.005972,0.091664,1.119218,1.114093,2.653511,1.534293,10.938859,10.989184,26.053831,0.441786,7.500000,42.90,42.70,21.72,22.00,22.00,101.85,79.6,79.7,-0.2,1282,4.132,13:23:09,2025-04-19,-0.20,1,0.000,0.000,-9999.000,-0.000,-0.007,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.470994,2.508919,1.060382,0.757413,0.310925,0.003747,0.115614,1.230688,52.818062,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
27,13:31:27,2025-04-19,Petal_2025_low,glb and ks,,Percos,013,Top,0.007918,1.901515,0.007885,0.106171,1.115586,1.109661,2.462817,1.347232,10.895590,10.953759,24.182014,0.441786,7.500000,42.98,42.75,21.64,20.78,20.78,101.85,79.8,79.9,-0.1,1340,4.132,13:23:09,2025-04-19,-0.20,1,0.000,-0.000,-9999.000,-0.005,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471082,2.509058,1.061512,0.757720,0.311975,-0.009123,0.117709,1.281830,52.699326,0.000148,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
28,13:31:53,2025-04-19,Petal_2025_low,glb and ks,,Percos,014,Top,0.006850,1.894497,0.006825,0.086875,1.113100,1.108229,2.387268,1.274168,10.880967,10.928793,23.438997,0.441786,7.500000,43.05,42.87,21.57,20.28,20.28,101.85,79.4,79.3,0.1,124,4.132,13:23:09,2025-04-19,-0.20,1,-0.000,-0.001,-9999.000,-0.004,-0.005,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471261,2.509185,1.058966,0.756583,0.312788,-0.014062,0.120059,0.215685,52.536606,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
29,13:32:13,2025-04-19,Petal_2025_low,glb and ks,,Percos,014,Bottom,0.008975,1.901715,0.008932,0.133301,1.117530,1.110093,2.609712,1.492181,10.898836,10.971858,25.622021,0.441786,7.500000,43.35,43.06,21.53,21.73,21.73,101.85,79.8,79.7,0.1,944,4.131,13:23:09,2025-04-19,-0.20,1,-0.000,-0.000,-9999.000,-0.002,-0.007,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471554,2.509638,1.061585,0.757411,0.313385,0.002901,0.121821,0.935164,52.415371,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
30,13:32:36,2025-04-19,Petal_2025_low,glb and ks,,Percos,015,Top,0.006139,1.899412,0.006119,0.079156,1.113607,1.109183,2.408652,1.295044,10.887496,10.930927,23.642801,0.441786,7.500000,43.35,43.18,21.47,20.42,20.42,101.88,79.6,79.8,-0.2,497,4.131,13:23:09,2025-04-19,-0.20,1,-0.000,-0.001,-9999.000,-0.003,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471734,2.509652,1.060748,0.757641,0.314111,-0.011230,0.123806,0.543222,52.275539,0.000134,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
31,13:32:51,2025-04-19,Petal_2025_low,glb and ks,,Percos,015,Bottom,0.009048,1.899012,0.009005,0.116501,1.113044,1.106530,2.408380,1.295336,10.860842,10.924782,23.638798,0.441786,7.500000,43.46,43.21,21.42,20.42,20.42,101.88,79.6,79.6,0.1,184,4.131,13:23:09,2025-04-19,-0.20,1,-0.000,0.000,-9999.000,-0.003,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471786,2.509827,1.060603,0.757087,0.314739,-0.010678,0.125095,0.268723,52.195431,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
